Collection,Predicate,Geo
康熙二十五年六月鲍师易卖田契,地理位置,中国
康熙二十五年七月王光玉卖山成地契,地理位置,中国
康熙二十五年十二月许用羽卖塘成田契,地理位置,中国
康熙二十六年正月王光玉卖地契,地理位置,中国
康熙二十六年九月许芳叶卖田契,地理位置,中国
康熙二十七年八月许靖伯卖田契,地理位置,中国
康熙二十八年三月仇伯荣卖田契,地理位置,中国
康熙二十七年八月许靖伯卖田契_1,地理位置,中国
康熙二十九年八月许闻远卖田契,地理位置,中国
康熙三十年八月许铭卖田契,地理位置,中国
康熙三十年十二月许靖伯卖田契,地理位置,中国
康熙三十三年九月程阿鲍卖田契,地理位置,中国
康熙三十三年五月胡廷枢卖田契,地理位置,中国
康熙三十三年五月许積孙卖田契,地理位置,中国
康熙三十六年正月许亦文卖田契,地理位置,中国
康熙三十六年三月程衡伯卖田契,地理位置,中国
康熙三十六年三月许恩诰卖田契,地理位置,中国
康熙三十六年三月许用羽卖田契,地理位置,中国
康熙二十八年三月胡子瑜卖田契,地理位置,中国
康熙三十六年七月许集五卖田契,地理位置,中国
康熙三十六年十二月吴周辉卖地契,地理位置,中国
康熙三十六年十二月吴周辉卖田契,地理位置,中国
康熙三十六年十二月胡治先卖田契,地理位置,中国
雍正六年九月汪子严卖田契,地理位置,中国
雍正七年二月汪楚玉卖田契,地理位置,中国
雍正七年八月许君逢卖田地契,地理位置,中国
雍正七年八月许殿邦卖地契,地理位置,中国
雍正七年九月程日成卖田契,地理位置,中国
雍正七年十月毕士加卖地契,地理位置,中国
雍正七年十一月许阿黄卖地契,地理位置,中国
雍正七年十二月卖地契,地理位置,中国
雍正八年王廷眙卖田成地契,地理位置,中国
雍正八年九月汪楚玉卖地契,地理位置,中国
雍正八年十二月江杜明卖地契,地理位置,中国
雍正八年十二月江有用卖地契,地理位置,中国
雍正九年五月汪楚玉卖田契,地理位置,中国
雍正辛亥年三月汪君正卖山契,地理位置,中国
乾隆二十年契约一份，三十年至六十年借条会券等七份,地理位置,中国
雍正五年十二月程其章当田契,地理位置,中国
雍正四年十月载贻卖田契,地理位置,中国
雍正四年十月叶子龙卖田契,地理位置,中国
雍正五年五月黄士风卖地契,地理位置,中国
雍正五年十一月许去塵卖地契,地理位置,中国
雍正五年十一月程元中卖田契,地理位置,中国
雍正五年又三月汪彬玉卖田契,地理位置,中国
雍正五年又三月赵风卖田契,地理位置,中国
雍正五年十二月鲍右瞻卖地契,地理位置,中国
雍正六年正月许王祺卖塘契,地理位置,中国
康熙十六年五月许孝仪卖田契,地理位置,中国
康熙十六年吴仲坚卖地契,地理位置,中国
康熙十七年七月程观进卖地契,地理位置,中国
康熙十七年八月许玉瓒卖田契,地理位置,中国
康熙十七年十二月吴一杄卖地契,地理位置,中国
康熙十七年十二月吴茂之卖地契,地理位置,中国
康熙十七年十二月许元声卖地成田契,地理位置,中国
康熙十八年九月许用羽卖田地契,地理位置,中国
康熙十八年二月许元声卖地契,地理位置,中国
康熙十八年十一月许善生卖田契,地理位置,中国
康熙十八年十二月加球卖田契,地理位置,中国
康熙十九年二月许予卖地契,地理位置,中国
康熙十九年二月许予卖田契,地理位置,中国
崇祯十六年卖契约,地理位置,中国
康熙十九年二月许孝仪卖田契,地理位置,中国
雍正十年三月汪需允卖田契,地理位置,中国
雍正十年四月黄永成卖田成地契,地理位置,中国
雍正十年四月徐阿姚卖地契,地理位置,中国
雍正十年九月吾龙卖田契,地理位置,中国
雍正十二年十一月郑以文卖田契,地理位置,中国
康熙五十九年十月胡阿玉卖田契,地理位置,中国
康熙五十九年四月吴阿胡卖屋地契,地理位置,中国
康熙五十八年四月鲍润景卖地契,地理位置,中国
康熙五十九年四月许繁祉卖地契,地理位置,中国
康熙十九年二月鲍惟选卖田契,地理位置,中国
康熙十九年二月吴圣寿卖田塘成田契,地理位置,中国
康熙十九年二月吴茂之卖地契,地理位置,中国
康熙十九年三月许宁藩卖田契,地理位置,中国
康熙十九年三月许沐远卖田契,地理位置,中国
康熙二十三年八月许厚德卖田契,地理位置,中国
康熙十九年五月吴茂枝等卖地契,地理位置,中国
雍正十二年二月鲍德裕卖地契,地理位置,中国
雍正十二年七月许直卖地契,地理位置,中国
雍正十二年九月林远卖田契,地理位置,中国
雍正十二年九月鲍阿仇卖屋契,地理位置,中国
雍正十二年九月鲍阿仇卖地契,地理位置,中国
雍正十三年四月汪子严卖田契,地理位置,中国
雍正八年十二月许含乙卖田契,地理位置,中国
雍正十一年十一月许圣林卖田契,地理位置,中国
雍正五年二月汪需允卖田契,地理位置,中国
雍正五年二月汪子严卖田契,地理位置,中国
雍正四年十二月鲍右瞻卖田契,地理位置,中国
雍正三年九月鲍格非卖田契,地理位置,中国
雍正六年十二月许效濂卖田契,地理位置,中国
雍正六年十一月徐阿许卖田契,地理位置,中国
雍正十一年三月许干里卖屋契,地理位置,中国
乾隆五十五年汪永周卖地契,地理位置,中国
康熙五十八年二月许虞功卖田契,地理位置,中国
康熙五十七年十二月许舜玉卖田契,地理位置,中国
康熙五十七年八月许焕章卖田契,地理位置,中国
康熙五十七年七月叶瑞华卖地契,地理位置,中国
康熙五十七年五月张德云卖田契,地理位置,中国
康熙五十七年三月许繁祉卖田契,地理位置,中国
康熙五十七年三月许阿汪卖田契,地理位置,中国
康熙五十七年二月叶子龙卖田契,地理位置,中国
康熙五十六年四月叶文远卖田契,地理位置,中国
康熙五十六年二月黄华德卖田契,地理位置,中国
康熙五十五年四月汪景魏等卖田契,地理位置,中国
康熙五十五年四月汪楚玉卖田契,地理位置,中国
康熙五十五年三月罗文水卖田契,地理位置,中国
康熙五十三年十二月汪景魏卖田契,地理位置,中国
康熙五十三年十二月汪楚玉卖田契,地理位置,中国
康熙四十八年九月汪华玉卖田契,地理位置,中国
康熙五十九年十一月程森毛卖山契,地理位置,中国
康熙四十六年七月许近文卖屋契,地理位置,中国
雍正三年叶自芳卖田契,地理位置,中国
雍正三年叶仲文卖田契,地理位置,中国
雍正三年二月洪岐山卖田契,地理位置,中国
乾隆四十三年二月许郢筌卖田契（契258）,地理位置,中国
乾隆四十四年十二月许载南卖田契（契257）,地理位置,中国
雍正契约_1,地理位置,中国
雍正元年四月黄君逐、黄暿卖田契,地理位置,中国
雍正七年十一月黄子高当地契,地理位置,中国
雍正五年十二月王文圣当田契,地理位置,中国
康熙五十三年十一月许楚分卖田契,地理位置,中国
康熙五十一年二月子孟卖田契,地理位置,中国
康熙五十一年三月许自尔卖田契,地理位置,中国
康熙五十年十月吴之恒卖山地契,地理位置,中国
康熙五十年二月汪大生卖田契,地理位置,中国
康熙五十年正月许门叶氏卖地契,地理位置,中国
康熙四十九年十一月胡国润卖田契,地理位置,中国
康熙四十九年九月王唘周卖田契,地理位置,中国
崇祯拾伍年九月卖契约,地理位置,中国
康熙四十八年二月胡异皇卖田契,地理位置,中国
康熙四十七年十月鲍西友卖田契,地理位置,中国
康熙四十三年十二月许孜远当地契,地理位置,中国
康熙十八年十二月吴仲名卖田契,地理位置,中国
乾隆四十九年三月许含光卖田契（契254）,地理位置,中国
乾隆三十八年九月许西武卖田契（契253）,地理位置,中国
乾隆四十八年二月许景洛卖田契（契256),地理位置,中国
乾隆三十八年二月许景洛典田契（契255）,地理位置,中国
乾隆二十七年十一月汪序三等人卖田契,地理位置,中国
乾隆五十九年十月许君卜卖田契（契173）,地理位置,中国
乾隆二十八年九月程子如卖山契（契161）,地理位置,中国
乾隆六十年四月许隂宗退麦柮田契（契161）,地理位置,中国
乾隆五十四年周又景出卖地契,地理位置,中国
雍正五年十二月鲍右瞻当田契,地理位置,中国
雍正十一年三月鲍德裕当田约,地理位置,中国
康熙五十四年九月叶瑞先卖田契,地理位置,中国
康熙三十九年十二月毕子玉卖田契,地理位置,中国
康熙五十七年八月汪锡光退田批,地理位置,中国
康熙五十年十二月叶子龙卖田契,地理位置,中国
康熙四十三年三月叶子美卖田契,地理位置,中国
康熙三十二年十一月叶荣芝卖田契,地理位置,中国
康熙九年十二月吴一化卖田契,地理位置,中国
康熙十三年许老淮卖田契,地理位置,中国
康熙十三年三月吴茂枝卖田契,地理位置,中国
康熙十二年十月吴际壬卖田契,地理位置,中国
康熙十二年二月许士知卖田契,地理位置,中国
康熙十二年二月许奉三卖田契,地理位置,中国
康熙五年三月许老仪卖田契,地理位置,中国
顺治十七年八月许老尹（老仪）卖田契,地理位置,中国
吴氏流光堂謄契簿,地理位置,中国
康熙八年五月许恩德卖田契,地理位置,中国
康熙三年七月许沐远卖田契,地理位置,中国
康熙十五年八月许沐远卖田契,地理位置,中国
康熙十五年十二月吴一瑞卖地契,地理位置,中国
康熙十六年三月汪么谓卖塘契,地理位置,中国
康熙十六年三月洪时可卖田契,地理位置,中国
康熙十三年六月许似武卖田契,地理位置,中国
康熙十六年四月许怀德卖田契,地理位置,中国
天启六年卖契约,地理位置,中国
崇祯四年卖契约_1,地理位置,中国
崇祯七年卖契约,地理位置,中国
天启元年卖契约,地理位置,中国
万历四十年卖契约,地理位置,中国
崇祯十一年卖契约,地理位置,中国
天启七年卖契约,地理位置,中国
二十七都五图三甲契约底册,地理位置,中国
崇祯三年卖契约,地理位置,中国
嘉庆十八年十二月汪粲封田塘契,地理位置,中国
嘉庆十七年十二月程新彩卖田契,地理位置,中国
嘉庆三年正月许万钟等卖屋契,地理位置,中国
乾隆三年十月毕佛锡卖田契,地理位置,中国
乾隆三年十二月赵初高卖田契,地理位置,中国
嘉庆十一年五月丁元庶交税契,地理位置,中国
乾隆四十五年三月吴阿汪卖田契,地理位置,中国
乾隆四十五年三月黄瑶珍卖田契,地理位置,中国
乾隆四十三年十二月疑鹿卖田契,地理位置,中国
乾隆四十二年十二月张楚池卖地契,地理位置,中国
乾隆三十六年十二月吴沛如卖地契,地理位置,中国
乾隆三十五年三月胡方度卖田契,地理位置,中国
乾隆三十四年二月元熙调换地契,地理位置,中国
乾隆三十二年十一月许阿江卖田契,地理位置,中国
乾隆二十四年三十年吴根汉当卖田契,地理位置,中国
乾隆二十七年五月王轮元卖山契,地理位置,中国
乾隆二十五年四月汪恩成卖地契,地理位置,中国
乾隆十九年十二月许吾风卖田契,地理位置,中国
嘉庆十七年十二月许时年田卖契,地理位置,中国
嘉庆十八年二月洪养正卖田塘契,地理位置,中国
嘉庆十八年二月余廷墂卖田契,地理位置,中国
嘉庆十八年宋细顺卖田契,地理位置,中国
嘉庆十八年十月程奕昌卖田契,地理位置,中国
嘉庆十八年十月汪祖槐卖田契,地理位置,中国
嘉庆十八年十月陈义川卖田契,地理位置,中国
嘉庆二十二年十二月黄永视卖山树契,地理位置,中国
乾隆十九年十月汪子载绝卖文契,地理位置,中国
嘉庆十六年十二月鲍日怀卖田契,地理位置,中国
乾隆二十四年十月程梧宾卖田契,地理位置,中国
乾隆二十一年九月郝继祖卖田契（契269）,地理位置,中国
乾隆二十九年十二月程阿徐卖田契（契268）,地理位置,中国
乾隆二十四年八月詹思廉卖田契（契267）,地理位置,中国
乾隆四十九年八月鲍崑琦卖田契（契266）,地理位置,中国
同治元年三月汪方氏退小买田契,地理位置,中国
宣统元年十二月汪青山立加添,地理位置,中国
道光十一年正月许济泉卖屋契,地理位置,中国
同治九年六月程基填卖田契,地理位置,中国
同治三年十二月方观退光板小买田契,地理位置,中国
道光十二年八月仇锦堂小买田批,地理位置,中国
嘉庆当契,地理位置,中国
嘉庆二十三年十二月汪龙九等人卖田契,地理位置,中国
乾隆四十三年三月许汉循卖田契,地理位置,中国
乾隆三十五年五月黄天林卖地契,地理位置,中国
道光三年十二月程绣顾卖田契,地理位置,中国
同治元年正月张遂辉卖小买田契,地理位置,中国
道光二十四年正月许门胡氏卖田契,地理位置,中国
道光二年十二月程钖候卖田契,地理位置,中国
道光二十二年十二月丁殿蓂等卖地契,地理位置,中国
道光二十九年十二月汪晓初卖田塘契,地理位置,中国
道光十三年十一月刘汉亮卖田契,地理位置,中国
宣统元年十二月程澍之卖大小买田圹契,地理位置,中国
同治十一年十二月程兴壎卖田契,地理位置,中国
道光二十九年三月汪晓初卖田塘契,地理位置,中国
嘉庆十年三月许玉中卖田契,地理位置,中国
乾隆四十八年十一月程植卖田契,地理位置,中国
乾隆十三年十一月鲍应善卖田契,地理位置,中国
乾隆五十五年十二月程茂公卖田契,地理位置,中国
乾隆五十七年十二月以彰卖屋契,地理位置,中国
乾隆三年十月汪子严卖塘成地契,地理位置,中国
乾隆五十四年十月程青高卖田契,地理位置,中国
乾隆四十一年十一月程正云卖田契,地理位置,中国
嘉庆三年三月程德盛退小买田批,地理位置,中国
乾隆三十年八月程谷符卖田契,地理位置,中国
咸丰三年十月许煦卖田契,地理位置,中国
咸丰六年十二月许毕氏卖田契,地理位置,中国
咸丰元年十二月许阿黄卖田契,地理位置,中国
咸丰元年十二月洪光斗卖田塘契,地理位置,中国
咸丰七年九月申晋三卖田契,地理位置,中国
光绪二十三年十一月丁永言卖屋基地契,地理位置,中国
咸丰二年十二月许高推卖田契,地理位置,中国
咸丰元年十二月许广青卖大小买田契,地理位置,中国
乾隆四十九年十月汪古修卖田契,地理位置,中国
乾隆十三年十二月玖瑞卖田成地契,地理位置,中国
乾隆四十九年十二月汪古修卖田契,地理位置,中国
光绪三十四年七月许小桥卖大买田契,地理位置,中国
咸丰四年十二月许宝南转当店屋契,地理位置,中国
咸丰七年七月许耀明卖大买田契,地理位置,中国
咸丰元年十月洪光斗卖田契,地理位置,中国
咸丰七年十一月许慎修卖田塘契,地理位置,中国
咸丰十一年十二月胡新占卖小买田契,地理位置,中国
契约,地理位置,中国
咸丰八年七月许宅仁卖田契,地理位置,中国
嘉庆十八年三月许程氏卖田契,地理位置,中国
道光二十一年十二月许瑞阶卖田税契,地理位置,中国
同治元年正月胡上春卖大小买田契,地理位置,中国
道光二十九年十二月张观荣卖田塘契,地理位置,中国
嘉庆十九年八月汪友佳卖花地契,地理位置,中国
道光二十五年十月许纪勲卖田契,地理位置,中国
道光八年十二月许阿胡顶头小买田契,地理位置,中国
道光二十八年正月许它仁卖田塘契,地理位置,中国
乾隆十二年十二月胡非木卖地契,地理位置,中国
乾隆十三年八月程蔚山卖田契,地理位置,中国
道光二十九年八月张宽容卖小买田契,地理位置,中国
乾隆五十四年十二月汪氏卖田契,地理位置,中国
嘉庆十一年十二月程孙氏退小买田批,地理位置,中国
光绪二十五年六月程汪氏卖田塘契,地理位置,中国
光绪二十四年四月许仇氏卖田契,地理位置,中国
光绪三十三年十月许继伯退青苗小买田契,地理位置,中国
咸丰九年二月程冠群退小买田契,地理位置,中国
咸丰七年十二月许辉吉卖田契,地理位置,中国
咸丰七年十二月许阿郭卖田契,地理位置,中国
咸丰四年王阿金氏加割绝卖田契,地理位置,中国
咸丰六年十二月黄训和卖田契,地理位置,中国
咸丰七年九月申晋三退小买田契,地理位置,中国
咸丰元年九月汪垂曾卖田契,地理位置,中国
咸丰二年三月程书天卖大买田契,地理位置,中国
咸丰八年八月许士燦卖田契,地理位置,中国
咸丰三年十月胡文彩退青苗小买田契,地理位置,中国
光绪三十三年十月许继伯卖大买田塘契,地理位置,中国
咸丰四年十一月许达生卖田塘契,地理位置,中国
咸丰七年十二月许立亭卖田契,地理位置,中国
咸丰八年二月程秋涛卖田塘契,地理位置,中国
咸丰九年二月程冠群卖大买田契,地理位置,中国
咸丰三年九月许景文加伐典屋契,地理位置,中国
咸丰二年十二月许慎修卖田契,地理位置,中国
道光十三年九月王耀堂退小买田契,地理位置,中国
嘉庆九年二月汪阿吴卖田契,地理位置,中国
道光二十九年八月张宽容卖大买田契,地理位置,中国
乾隆十二年十二月胡非木卖田契,地理位置,中国
道光二十三年十二月许恕行卖田塘税契,地理位置,中国
道光八年十二月许阿胡卖田塘契,地理位置,中国
道光二十年八月许志衡退小买零田契,地理位置,中国
同治二年佃契,地理位置,中国
乾隆九、二十年卖田契,地理位置,中国
乾隆六十年二月茂瑶卖田契,地理位置,中国
乾隆五十三年二月立伦卖田契,地理位置,中国
乾隆五十六年十一月叶阿程卖田契,地理位置,中国
乾隆五十六年五月程仲威卖田契,地理位置,中国
咸丰当契,地理位置,中国
嘉庆十八年十二月卢大丽退小买田契,地理位置,中国
乾隆二十四年六月宋仲先卖田契,地理位置,中国
光绪十五年地契,地理位置,中国
嘉庆十三年典契,地理位置,中国
嘉庆五年当契,地理位置,中国
嘉庆六年卖契,地理位置,中国
嘉庆十八年当契,地理位置,中国
乾隆二十四年当契,地理位置,中国
道光三年割契,地理位置,中国
咸丰契约,地理位置,中国
嘉庆二十一年当契,地理位置,中国
雍正十二年卖契,地理位置,中国
乾隆四十一年卖契,地理位置,中国
嘉庆十八年当契_1,地理位置,中国
道光四年便契,地理位置,中国
嘉庆二十一年当契_1,地理位置,中国
道光卖女文契,地理位置,中国
道光三年绝卖契,地理位置,中国
道光三年十二月程光大卖田契,地理位置,中国
乾隆三十三年卖契,地理位置,中国
二年十二月汪鲍氏当大小买田塘契,地理位置,中国
道光三年割绝契,地理位置,中国
嘉庆二十年卖契,地理位置,中国
嘉庆十八年当契_2,地理位置,中国
布政使札文,地理位置,中国
徽州府正堂札文、安徽布政使司宪牌,地理位置,中国
光绪徽州府扎文,地理位置,中国
光绪徽州府扎文_1,地理位置,中国
光绪徽州府扎文_2,地理位置,中国
光绪徽州府扎文_3,地理位置,中国
光绪徽州府扎文_4,地理位置,中国
光绪徽州府扎文_5,地理位置,中国
光绪徽州府扎文_6,地理位置,中国
光绪徽州府扎文_7,地理位置,中国
光绪徽州府扎文_8,地理位置,中国
光绪绩溪县正堂告示_3,地理位置,中国
光绪绩溪县正堂告示_4,地理位置,中国
光绪绩溪县正堂告示_5,地理位置,中国
光绪二十七、三十三年合肥县告示,地理位置,中国
顺治业产执照,地理位置,中国
光绪二十二年四月安徽布政使司长盈库总收执照,地理位置,中国
光绪二十三年二月八日安徽布政使司长盈库总收执照,地理位置,中国
光绪户部执照国子监监照,地理位置,中国
光绪二十九年皖岸南监水程执照,地理位置,中国
道光吏部执照,地理位置,中国
嘉庆十八年当约,地理位置,中国
十七都二面伍甲鱼鳞图册,地理位置,中国
嘉庆十八年当契_3,地理位置,中国
嘉庆十年谷利银钱账,地理位置,中国
乾隆十一年议字,地理位置,中国
嘉庆二年会簿,地理位置,中国
道光七年租字,地理位置,中国
同治安徽布政使司宪牌_3,地理位置,中国
二十二都一图谭开吉实徵册,地理位置,中国
道光七年便民单,地理位置,中国
道光三年绝卖契_1,地理位置,中国
乾隆三十一年,地理位置,中国
咸丰元年租批,地理位置,中国
乾隆五十七年卖契,地理位置,中国
嘉庆二十五年租字_1,地理位置,中国
买契税单,地理位置,中国
光绪四年归户册,地理位置,中国
道光二十三年合同,地理位置,中国
道光七年卖契,地理位置,中国
二十二都一图王敦睦堂实徵册,地理位置,中国
康熙五十一年租批,地理位置,中国
乾隆二十三年租批,地理位置,中国
道光三年绝卖契_2,地理位置,中国
乾隆四十四年卖契,地理位置,中国
道光二十三年借谷票,地理位置,中国
嘉庆二十四年租字,地理位置,中国
嘉庆二十五年租批,地理位置,中国
乾隆三十三年卖契_1,地理位置,中国
嘉庆二十四租字,地理位置,中国
二十二都一图高运及实徵册,地理位置,中国
乾隆三十二年租批,地理位置,中国
嘉庆七年小卖契,地理位置,中国
乾隆四十二年租批,地理位置,中国
道光二十七年矩万簿,地理位置,中国
道光二十九年欠票,地理位置,中国
二十一都二图江学稼庐实徵册,地理位置,中国
嘉庆二十五年揽禁养人约,地理位置,中国
嘉庆十三年银钱账,地理位置,中国
嘉庆十年聚息银钱账簿,地理位置,中国
光绪六年租簿,地理位置,中国
嘉庆十八年当契_4,地理位置,中国
道光十六年借字,地理位置,中国
道光元年租批_6,地理位置,中国
二十二都二图苏梓记柱实徵册,地理位置,中国
嘉庆二年当契,地理位置,中国
二十都二图吕烈监实徵册,地理位置,中国
道光十二年税票,地理位置,中国
道光三十年租批_1,地理位置,中国
道光二十四年租批,地理位置,中国
同治九年十二月七日安徽布政使司宪牌,地理位置,中国
道光元年租批_7,地理位置,中国
乾隆二十二年滚单,地理位置,中国
乾隆三十五年卖契,地理位置,中国
嘉庆十二年聚息银钱账,地理位置,中国
道光十一年执照,地理位置,中国
道光四年租批,地理位置,中国
劄子,地理位置,中国
乾隆五十五年,地理位置,中国
道光十一年租批,地理位置,中国
康熙四十八年租批,地理位置,中国
乾隆三十三年租批,地理位置,中国
道光元年租字_3,地理位置,中国
同治安徽布政使司宪牌_4,地理位置,中国
咸丰十年支钱簿,地理位置,中国
接引西方,地理位置,中国
嘉庆二十年租批,地理位置,中国
二十二都二图八甲宋志成柱实徵册,地理位置,中国
道光二十二年租批,地理位置,中国
道光十七年租字,地理位置,中国
道光三年割绝契_1,地理位置,中国
道光三十年租批_2,地理位置,中国
乾隆三十三年租批_1,地理位置,中国
嘉庆十八年当契_5,地理位置,中国
道光十年借字,地理位置,中国
道光十八年租批_1,地理位置,中国
二十七都一图胡有成柱实徵册,地理位置,中国
二十七都二图新立王守农柱实徵册,地理位置,中国
光绪九年收租草簿,地理位置,中国
道光十六年税票,地理位置,中国
道光元年租批_8,地理位置,中国
二十二都一图王之缨公实徵册,地理位置,中国
嘉庆十五年卖契,地理位置,中国
嘉庆四年分单阄书,地理位置,中国
光绪三十年地契,地理位置,中国
道光二十六年借票,地理位置,中国
道光十二年租批,地理位置,中国
二十二都二图新立谭海昌柱实徵,地理位置,中国
嘉庆六年当契,地理位置,中国
乾隆二十三年租批_1,地理位置,中国
道光二十五年租批_1,地理位置,中国
二十二都二图新立许门汪氏村妹柱实徵册,地理位置,中国
乾隆三十八年租批,地理位置,中国
乾隆四十六年租批,地理位置,中国
道光二年聚息银钱账,地理位置,中国
道光十七年借票,地理位置,中国
道光三年租批,地理位置,中国
二十一都二图四甲赵彩祥柱实徵,地理位置,中国
道光十三年租批,地理位置,中国
二十一都二图许金贵实徵册,地理位置,中国
执照,地理位置,中国
伏约讬约,地理位置,中国
道光二十七年十月王吉丰卖大买田契,地理位置,中国
道光八年十二月程阿项卖田契,地理位置,中国
宁国府正堂贵札太平县,地理位置,中国
道光三十年十二月王道明加割绝田契,地理位置,中国
税票,地理位置,中国
宣统元年十月王氏卖大买田契,地理位置,中国
道光十九年三月许达尊卖田塘契,地理位置,中国
同治元年正膽土地大小买卖田契,地理位置,中国
同治九年十二月永庆卖屋契,地理位置,中国
同治八年二月鲍章住退空田契,地理位置,中国
同治五年十月许讨饭退光板小买田契,地理位置,中国
同治十一年十一月许余氏墨据,地理位置,中国
道光三年十二月程光大卖田契_1,地理位置,中国
同治十三年理主总账,地理位置,中国
道光四年四月许元宫卖地,地理位置,中国
宣统三年历书辛亥四月小建癸巳,地理位置,中国
嘉庆十七年十二月吴雨之当田契,地理位置,中国
嘉庆五年十二月许鲍氏立墨据,地理位置,中国
道光二十九年十二月许曜庭卖田塘契,地理位置,中国
嘉庆二十二年十二月徐德超卖田塘契,地理位置,中国
嘉庆八年十二月许含光等卖田契,地理位置,中国
嘉庆二年十月许公衍当屋契,地理位置,中国
嘉庆元年十月汪阿程退小卖田契,地理位置,中国
嘉庆五年九月永性卖田契,地理位置,中国
嘉庆十年十二月许茂传卖田契,地理位置,中国
嘉庆十二年十一月程礼仁卖田契,地理位置,中国
嘉庆十二年十一月丁茂传卖田契,地理位置,中国
批单,地理位置,中国
同治十一年兴建寝室收支总彙,地理位置,中国
验契存根,地理位置,中国
道光二十九年十一月陈寿法绝割卖田契,地理位置,中国
乾隆十年二月许宣武立议合同,地理位置,中国
同治九年六月相聚发卖田契,地理位置,中国
乾隆四十年九月许阿载卖屋基地契,地理位置,中国
乾隆八年六月程黑卖田契,地理位置,中国
乾隆三十四年十月程吴氏卖田契,地理位置,中国
乾隆三年九月许王俊卖地契,地理位置,中国
乾隆四十七年八月程仇氏卖田契,地理位置,中国
乾隆七年二月汪阿等卖田契,地理位置,中国
乾隆六年九月许阿汪卖田契,地理位置,中国
乾隆三十三年二月程阿吴卖田契,地理位置,中国
乾隆九年二月汪羽仪卖田契,地理位置,中国
乾隆三年十一月叶子龙卖地契,地理位置,中国
乾隆二十年十一月许郊森卖田契,地理位置,中国
乾隆十四年十二月黄文辉当田契,地理位置,中国
嘉庆十三年十一月胡骏声卖田契,地理位置,中国
乾隆七年九月叶方翼卖田契,地理位置,中国
嘉庆十二年十月程荫芝买塘契,地理位置,中国
嘉庆十六年八月洪寿泉卖田契,地理位置,中国
嘉庆十年三月丁旭昆卖田契,地理位置,中国
嘉庆五年十月洪翼廷卖田契,地理位置,中国
道光十四年四月胡光魁等卖大买田契,地理位置,中国
道光继书,地理位置,中国
道光三十年四月汪晓初卖田塘契,地理位置,中国
收领约,地理位置,中国
乾隆十四年十一月许阿汪卖地契,地理位置,中国
乾隆十年十二月许公肃卖田契,地理位置,中国
乾隆二十七年十月汪阿姚卖屋契,地理位置,中国
乾隆六年二月许阿汪卖田契,地理位置,中国
乾隆四十八年十月伩卖田契,地理位置,中国
乾隆十四年十二月叶阿方卖田契,地理位置,中国
乾隆十一年三月许阿汪卖田契,地理位置,中国
同治元年八月洪肇初卖田契,地理位置,中国
乾隆八年十一月许阿王等卖田契,地理位置,中国
太平县正堂梁转报训导张奎光接铃视事,地理位置,中国
同治十年二月许诚照卖田契,地理位置,中国
乾隆三年毕士臣卖地契,地理位置,中国
道光七年十一月许汉文卖田契,地理位置,中国
乾隆七年六月鲍在周卖塘契,地理位置,中国
道光九年正月洪双宝卖大买田契,地理位置,中国
道光一本堂公函,地理位置,中国
乾隆十年十一月程圣元卖田契,地理位置,中国
乾隆二十五年九月许仪鹿卖屋契,地理位置,中国
乾隆十四年十一月叶方異卖地山契,地理位置,中国
乾隆十四年十二月程天祥卖田契,地理位置,中国
乾隆十年七月汪声如卖屋契,地理位置,中国
乾隆三十七年七月许葵里换田批据,地理位置,中国
乾隆二十五年四月吴惟新卖田契,地理位置,中国
乾隆九年三月许殿邦卖田契,地理位置,中国
道光四年十一月汪仁茂卖田契,地理位置,中国
道光元年十二月程亦蘓卖田契,地理位置,中国
卢排伪当小买田契,地理位置,中国
同治元年正月方灶祝卖大小买田契,地理位置,中国
同治宁国府正堂孙札太平县,地理位置,中国
宣统三年八月许俗麟卖屋基地契,地理位置,中国
道光二十五年十一月许蕴三卖田契,地理位置,中国
道光二十五年腊月许广年卖田契,地理位置,中国
道光三年十二月许汉文卖田契,地理位置,中国
许曹氏卖小买田契,地理位置,中国
道光十五年十一月江观府退小买青苗地契,地理位置,中国
道光元年十二月程新粲卖田契,地理位置,中国
同治元年五月程阿汪卖田塘契,地理位置,中国
道光淳安县告示,地理位置,中国
道光十六年洪页琳卖田契,地理位置,中国
道光二年十二月汪仰成卖田契,地理位置,中国
道光十八年十二月许翥华卖田契,地理位置,中国
同治十三年十一月许守其典屋契,地理位置,中国
同治九年十二月赵讨饭当屋地契,地理位置,中国
道光五年十二月程良辅卖田契,地理位置,中国
同治八年十一月立福林併田契,地理位置,中国
同治元年三月胡新起卖大小买田契,地理位置,中国
文会票,地理位置,中国
嘉庆十五年当契约,地理位置,中国
咸丰六年当契,地理位置,中国
嘉庆十九年当契约,地理位置,中国
光绪十年卖基地文契,地理位置,中国
乾隆四十二年卖契约,地理位置,中国
咸丰荫祠神主簿,地理位置,中国
嘉庆二十年当契约,地理位置,中国
送礼单,地理位置,中国
道光二十年当契,地理位置,中国
二甲孝睦置田产塘税草簿,地理位置,中国
乾隆四十一年议约,地理位置,中国
嘉庆二十一年卖契约,地理位置,中国
嘉庆十四年当契约,地理位置,中国
嘉庆十四年当契约_1,地理位置,中国
道光三十年当契,地理位置,中国
乾隆二十七年卖契约,地理位置,中国
许王氏立收领据,地理位置,中国
乾隆五十五年当契,地理位置,中国
嘉庆二十一年当契约,地理位置,中国
海字号鱼鳞册,地理位置,中国
