Collection,Predicate,Era
乾隆六十年十一月会书,年代,清代
同治青阳县案卷_1,年代,清代
同治青阳县案卷_2,年代,清代
尚义堂记異稿,年代,清代
胡宗宪谕葬山图说,年代,清代
乾隆二十六年九月二十七日彩色木刻封面会券,年代,清代
乾隆二十一年三月彩色饾板云笺,年代,清代
乾隆三十年闰二月愿承继芼墨,年代,清代
乾隆二十七年三月放猪会议,年代,清代
乾隆九年正月黄氏分晰合同,年代,清代
乾隆阄书,年代,清代
道光五年租簿,年代,清代
乾隆庚寅年广置社簿,年代,清代
崇祯十二年卖契约,年代,清代
咸丰十年流水账,年代,清代
道光二年会簿,年代,清代
房产簿,年代,清代
建造高陽西系宗词序,年代,清代
雍正年号租批,年代,清代
雍正九年十二月汪以敬当津贴,年代,清代
光绪十年田务收支簿,年代,清代
嘉庆元年收租簿,年代,清代
咸丰四年收租草单,年代,清代
咸丰十年杂记,年代,清代
康熙二十七年祀账,年代,清代
康熙建筑祠屋收支粗工总簿,年代,清代
康熙黟县实征簿,年代,清代
雍正惠房阄书,年代,清代
同治青阳县案卷_3,年代,清代
荫祠女主簿,年代,清代
光绪十年白石收租草簿,年代,清代
光绪十二年租谷簿,年代,清代
同治绩溪县正途贡生给文录科结稿,年代,清代
道光十年租簿,年代,清代
二十一都一图一甲许琪柱实徵册,年代,清代
二十二都一图许期实徵册,年代,清代
铉字号鱼鳞册,年代,清代
二十二都一图谭守福实徵册,年代,清代
二十二都一图王永昌祠实徵册,年代,清代
咸丰十年逐日支钱簿,年代,清代
二十一都一图范正和实徵册,年代,清代
二十二都一图谭守补实徵册,年代,清代
光绪五年查田亩账,年代,清代
二十都二图江松如柱实徵册,年代,清代
同治十三年租簿,年代,清代
光绪十一年慈川租草,年代,清代
光绪七年收租簿,年代,清代
二十都二图吕席贞实徵册,年代,清代
彝训堂分书,年代,清代
二十二都二图新立王德记实徵,年代,清代
二十二都二图新立谭守补柱实徵册,年代,清代
果字号鱼鳞册,年代,清代
光绪庚辰年支钱发谷簿,年代,清代
道光十七年五房存对账,年代,清代
二十二都二图新立江茂柱实徵,年代,清代
二十二都一图谭守补实徵册_1,年代,清代
咸丰庚申年伙食簿,年代,清代
二十二都二图新立谭松卿柱实徵,年代,清代
嘉庆十年白石源租簿,年代,清代
二十一都二图宋克明实徵册,年代,清代
果字号鱼鳞册_1,年代,清代
二十都二图周建实徵册,年代,清代
二十一都一图甲王佐柱实徵册,年代,清代
二十二都二图新立谭惟卿柱实徵,年代,清代
弘光元年卖契约,年代,清代
崇祯四年卖契约,年代,清代
道光二年租簿,年代,清代
天启二年卖契约,年代,清代
光绪五年收租誊簿,年代,清代
乾隆十四年广置社单账,年代,清代
天启年卖契约,年代,清代
同治青阳县案卷_4,年代,清代
同治歙县正堂尝格,年代,清代
同治安徽布政使司宪牌,年代,清代
同治僕人领约,年代,清代
鱼鳞册_1,年代,清代
二十二都一图谭守高实徵册,年代,清代
道光二十七年进出银洋簿,年代,清代
光果字号纬图,年代,清代
二十一都二图胡有成实徵册,年代,清代
二十二都一图江松如实徵册,年代,清代
大悲谶仪合节,年代,清代
咸丰十年银洋簿,年代,清代
正德鱼鳞册,年代,清代
万历九年鱼鳞册,年代,清代
嘉庆年号租批,年代,清代
特授无为州代理徽州歙县正堂陈移文接印任事,年代,清代
嘉庆程氏二十六保祖全书,年代,清代
道光二十九年合同,年代,清代
嘉庆租批,年代,清代
嘉庆契约,年代,清代
嘉庆租批_1,年代,清代
收买里田税亩单并鱼麟册内查耒额税字号,年代,清代
嘉庆十九年九月议墨合同,年代,清代
东山程魁盗葬投状呈词底稿,年代,清代
嘉庆一甲孝眭实徵归户,年代,清代
嘉庆开化县状祠录存簿,年代,清代
顺治六年鱼鳞册,年代,清代
顺治六年鱼鳞册_1,年代,清代
道光三十年十二月丁益谦立墨据,年代,清代
分关,年代,清代
乾隆二年八月许阿詹卖屋批据,年代,清代
安徽巡抚玉给发文凭事,年代,清代
批家丁李福丁忧,年代,清代
女童牛永庆认状,年代,清代
歙县学遵全录名单,年代,清代
宁国府正堂吴札太平县,年代,清代
汪邦惠等饬谕,年代,清代
光绪二十二年具案供署太平县典史沈芝芳等三代,年代,清代
丈量保簿,年代,清代
乾隆三十七年七月许君卜立批据,年代,清代
道光十三年八月王阿吴氏退小买田批,年代,清代
宁国府正堂林札太平县,年代,清代
光绪二十四年署典史申送到任履历册,年代,清代
太平县批觧,年代,清代
太平县严忠培报丁忧到籍日期,年代,清代
太平县典史沈芝芳报工兼祧母寿氏忧事,年代,清代
宁国府正堂吴札,年代,清代
崔泉诉状,年代,清代
太平县转报典史沈芝芳到任日期并呈履历册,年代,清代
宁国府桂札太平县,年代,清代
崔文渊等具甘结,年代,清代
署典史造送卑职年岁履历三代名氏存殁册,年代,清代
宁国府正堂吴札太平县_1,年代,清代
道光十七年租批,年代,清代
乾隆年号租批,年代,清代
咸丰元年十二月文甫立墨据,年代,清代
顺治十年鱼鳞册（有官印）,年代,清代
许承尧先祖父历年经管祠厘总账,年代,清代
宣统许承尧誓书,年代,清代
信札,年代,清代
顺治六年鱼鳞册_2,年代,清代
田地至图,年代,清代
同治安徽布政使司宪牌_1,年代,清代
具呈,年代,清代
临江仙入阕,年代,清代
咸丰八年聚议归利簿,年代,清代
道光元年租字,年代,清代
许承尧弥封卷,年代,清代
修濬溪塘改建檀干公园总账,年代,清代
太平县转报典史沈芝芳丁忧事,年代,清代
宁国府正堂桂札太平县,年代,清代
顺治鱼鳞册,年代,清代
乾隆公存坟山田地各契纸并先代阄书各件簿,年代,清代
道光三十年借票,年代,清代
乾隆树德堂议墨合同,年代,清代
嘉庆十三年借约,年代,清代
乾隆四十七年十一月上坑风形厝屋工料支用帐,年代,清代
咸丰九年八月二十三休宁县印收,年代,清代
道光十八年租批,年代,清代
嘉庆二十五年租字,年代,清代
道光九年执照,年代,清代
道光咸丰三年税票,年代,清代
道光二十三年租批,年代,清代
道光二十九年租字,年代,清代
道光六年总录,年代,清代
乾隆二十八年租批,年代,清代
道光二十八年租批,年代,清代
道光元年租字_1,年代,清代
道光二十三年流账,年代,清代
道光元年租字_2,年代,清代
乾隆五十五年租批,年代,清代
同治安徽布政使司宪牌_2,年代,清代
咸丰九年家杂记簿,年代,清代
二十二都二图新立谭惟松柱实徵,年代,清代
二十二都一图朱席珍柱实徵册,年代,清代
嘉庆租簿,年代,清代
道光三年执照,年代,清代
二十一都一图江松如实徵,年代,清代
乾隆三十年租批,年代,清代
道光三十年租批,年代,清代
道光二十九年租字_1,年代,清代
江西筹饷新捐章程,年代,清代
二十一都二图江筱轩实徵册,年代,清代
嘉庆十年米麦豆利账,年代,清代
嘉庆十七年借约,年代,清代
江西筹账捐输书排单,年代,清代
道光元年租批,年代,清代
二十一都二图江松如实徵册,年代,清代
二十二都一图王泗公众实徵册,年代,清代
嘉庆十七年收记,年代,清代
二十二都一图吕万成柱实徵册,年代,清代
道光伩阳洲盗案抄稿连卩覄,年代,清代
嘉庆祀帐,年代,清代
二十二都一图谭开祥实徵册,年代,清代
道光十三年便民单,年代,清代
道光元年租批_1,年代,清代
道光十三年执照,年代,清代
嘉庆祀帐_1,年代,清代
二十二都二图新立宋志成柱实徵,年代,清代
二十都二图周忠心堂实徵册,年代,清代
二十二都二图新立宋志仁柱实徵册,年代,清代
遂安县举行乡饮大宾介宾众宾知照,年代,清代
道光八年聚息账簿,年代,清代
二十一都二图新立王敦记柱实徵,年代,清代
道光二十五年租批,年代,清代
道光元年租批_2,年代,清代
租账,年代,清代
道光元年租批_3,年代,清代
道光元年租批_4,年代,清代
二十一都二图谭海寿实徵册,年代,清代
乾隆三十六年租批,年代,清代
嘉庆绩溪县城隍会簿,年代,清代
同治太平县宪场缉拏私造伪照,年代,清代
道光四年往来簿,年代,清代
二十一都图甲许大川实徵册,年代,清代
道光二十九年租批,年代,清代
嘉庆二十一年议约,年代,清代
道光元年租批_5,年代,清代
康熙四十四年租批,年代,清代
道光八年借票,年代,清代
道光十三年倒批,年代,清代
二十都二图王德福实徵册,年代,清代
二十都二图王介实徵册,年代,清代
二十二都一图谭开祥实徵册_1,年代,清代
乾隆三十五年租批,年代,清代
陕西省赈捐减折新章,年代,清代
票据,年代,清代
光绪十七年十一月二十四日绩溪县正堂票,年代,清代
光绪十七年七月二十四日绩溪县正堂票,年代,清代
光绪十八年九月十三日绩溪县正堂票,年代,清代
光绪十八年十一月十九日绩溪县正堂票一份,年代,清代
光绪十四年九月二十四日绩溪县正堂票,年代,清代
光绪九年三十日绩溪县正堂票,年代,清代
光绪十七年一月二十八日绩溪县正堂票,年代,清代
光绪青阳县正堂信票,年代,清代
典当票,年代,清代
安徽万历税票,年代,清代
顺治宣统税票,年代,清代
嘉庆九年十一月赵惟愚立批据,年代,清代
乾隆三十一年六月许令兴立换田批据,年代,清代
雍正吊票,年代,清代
雍正收领据,年代,清代
康熙——咸丰推税票,年代,清代
康熙佥业纬税票,年代,清代
嘉庆十八年九月鲍正祯卖墙墨据,年代,清代
嘉庆批据,年代,清代
嘉庆收领据,年代,清代
嘉庆各种票据,年代,清代
咸丰元年借票,年代,清代
乾隆三十七年十二月许公肃加典屋批据,年代,清代
乾隆三十一年六月许令舆立批据,年代,清代
嘉庆十三年借票,年代,清代
咸丰六年十二月绶立墨据,年代,清代
乾隆批据,年代,清代
乾隆借据,年代,清代
道光十年会票,年代,清代
康熙四十八年税票,年代,清代
道光二十七年借票,年代,清代
乾隆三十九年十二月汪在田当屋契,年代,清代
道光十一年十二月汪林魁卖山契,年代,清代
光绪三十四年十二月青山并田契,年代,清代
光绪三年十二月毕鸿远卖田契,年代,清代
嘉庆九年九月程书岩卖田契,年代,清代
乾隆契约,年代,清代
乾隆二十九年十月茂遂当地契,年代,清代
道光二十九年十月汪像九卖田契,年代,清代
乾隆契尾,年代,清代
光绪三年十二月墨据（荣桂）同治十二年十二月许昭茂卖田契,年代,清代
乾隆十一年八月许又潜卖田契,年代,清代
道光十六年七月汪阿吴卖大买田契,年代,清代
乾隆十年二月许隂祠典屋契,年代,清代
嘉庆十六年十一月洪冠五卖田契,年代,清代
道光契约,年代,清代
嘉庆十八年十月鲍宁春卖田契,年代,清代
光绪二十五年六月程汪氏退青苗小买田契,年代,清代
光绪契约,年代,清代
光绪三十年二月俞胜美卖基地契,年代,清代
同治契约,年代,清代
道光三十年十二月许元彰卖田契,年代,清代
光绪十七年十月许子眙卖屋业地税契,年代,清代
道光二十九年十二月许起福当屋契,年代,清代
乾隆十四年十二月黄永辉卖田契,年代,清代
咸丰元年十一月程坤久卖田契,年代,清代
乾隆五十七年十二月程映华卖田契,年代,清代
光绪五年十一月许泛周卖田塘契,年代,清代
乾隆当契,年代,清代
光绪十七年十二月月汪以加当大小买田塘契,年代,清代
嘉庆二十三年九月胡程氏卖田契,年代,清代
光绪二十一年五月许联顺当小买田契,年代,清代
光绪三十三年十一月许游氏退小买田契,年代,清代
光绪二十九年十二月汪以加当大小买塘契,年代,清代
光绪十七年十二月汪以加当大小买田契,年代,清代
乾隆十九年五月程阿汪卖田契,年代,清代
乾隆二十三年十月丁时美当屋契,年代,清代
乾隆二十三年八月吴宇当屋契,年代,清代
乾隆十八年十月鲍钖余卖田契,年代,清代
乾隆二十年十一月吴哲文卖田契,年代,清代
乾隆二十六年十二月汪阿胡当屋契,年代,清代
乾隆二十六、七年十二月、九月许永立当屋契,年代,清代
乾隆二十六年十二月许日进当田契,年代,清代
道光八年七月许惠堂卖田圹契,年代,清代
道光十四年正月汪世有等卖山地契,年代,清代
道光二十三年四月许宅仁转当田契,年代,清代
同治元年正月胡腾林大小买卖田契,年代,清代
道光二十八年十一月余应等卖小买田契,年代,清代
道光七年九月退小买田契人胡玉贵,年代,清代
乾隆三十四年八月汪阿黄卖田契,年代,清代
乾隆二十五年许阿巴卖田契,年代,清代
乾隆二十一年许崔亭绝卖文契,年代,清代
乾隆五十五年正月程阿氏卖田契,年代,清代
乾隆田契,年代,清代
官草契纸,年代,清代
嘉庆二十三年十二月许偶登转典屋契,年代,清代
雍正五年正月叶仲文卖地契,年代,清代
彩色饾版封面契约,年代,清代
嘉庆十一年十月程昆来卖田契,年代,清代
宣德契纸,年代,清代
明正统契纸,年代,清代
崇祯契纸,年代,清代
元至元三年契纸,年代,清代
乾隆三十八年十二月许郢筌典田契（契259）,年代,清代
雍正三年二月朱阿岺卖田契,年代,清代
康熙二十五年七月仇敏仲卖田契,年代,清代
雍正九年十一月毕士如卖地契,年代,清代
嘉庆元年十月汪阿程卖田契,年代,清代
同治元年四月许观寿卖大买田契,年代,清代
康熙契约,年代,清代
雍正五年五月吴扶远卖田契,年代,清代
雍正元年三月黄君正卖田契,年代,清代
乾隆五十七年程玉卖地契,年代,清代
乾隆三十年九月程粲玉卖田契（契263）,年代,清代
万历契纸,年代,清代
弘治契纸,年代,清代
万历黟县契尾,年代,清代
隆庆契纸,年代,清代
万历休宁县契尾,年代,清代
正德契纸,年代,清代
程謄契簿,年代,清代
嘉靖契纸,年代,清代
光绪十八年二月王要仂卖大买田契,年代,清代
乾隆四十年八月许德祠卖田契（契261）,年代,清代
乾隆三十年十月程耀南卖田契（契264）,年代,清代
咸丰十一年十二月胡门吴氏卖大小买田契,年代,清代
正德黄氏腾契簿,年代,清代
天顺契纸,年代,清代
永乐文契纸,年代,清代
崇祯契纸_1,年代,清代
洪武《契纸写本》带官印,年代,清代
天啟休宁县契尾,年代,清代
顺治宣统契纸,年代,清代
景泰文契纸,年代,清代
天啟文契纸,年代,清代
万历歙县契尾,年代,清代
崇祯休宁县官契尾,年代,清代
雍正九年十一月汪子严卖田契,年代,清代
康熙年间契尾,年代,清代
嘉庆元年十月许程氏卖田契,年代,清代
康熙三十七年十二月许人瑞卖地契,年代,清代
康熙六十一年十一月刘阿汪卖地契,年代,清代
康熙三十七年正月许靖伯卖田契,年代,清代
康熙三十七年十二月成紫章卖塘契,年代,清代
康熙三十九年八月许绐先卖田契,年代,清代
康熙五十五年又三月许啟尔卖田契,年代,清代
雍正九年十二月汪子严卖田契,年代,清代
乾隆二十九年成予梁卖田契（契265）,年代,清代
嘉庆二十年四月许亮如典屋契,年代,清代
雍正八年正月许仲衍卖田契,年代,清代
同治元年三月胡灶遂大小买田契,年代,清代
乾隆二十一年十月许阿鲍卖田契,年代,清代
雍正十年三月叶日红卖地契,年代,清代
嘉庆十六年九月宋志远卖田契,年代,清代
明朝契约（后人抄录）,年代,清代
雍正十一年九月毕天保卖地契,年代,清代
康熙当契,年代,清代
嘉庆十七年四月许程氏卖田契,年代,清代
嘉庆十六年十二月许汪氏卖田契,年代,清代
雍正元年十月洪阿宋卖田契,年代,清代
嘉庆十七年十二月宋日陞卖田契,年代,清代
康熙十七年三月二十日鲍惟忠卖田契,年代,清代
嘉庆十年五月胡曙光卖田塘契,年代,清代
康熙四十七年六月吴永风卖田契,年代,清代
康熙四十一年正月许公调卖田契,年代,清代
雍正十一年十月吴阿程卖屋契,年代,清代
康熙四十七年正月王文贵卖地契,年代,清代
康熙四十六年五月许恩德卖田契,年代,清代
康熙四十四年八月许汝业卖塘契,年代,清代
乾隆二十八年四月许高寿当地契,年代,清代
嘉庆十六年十一月许余氏卖田契,年代,清代
雍正十年三月汪子严卖田契,年代,清代
康熙四十三年十月许龙文卖田契,年代,清代
嘉庆十七年十二月洪阿吴卖田契,年代,清代
嘉庆十二年十一月程仇氏卖田契,年代,清代
卖屋契约,年代,清代
嘉庆十二年十二月胡阿程卖田契,年代,清代
康熙三十六年十一月毕正毛卖田契,年代,清代
雍正十一年正月胡雷举卖田契,年代,清代
咸丰四年二月许起福卖店屋契,年代,清代
英王陛下舰 “赫塔 ” ， 大型巡洋舰和分舰队旗舰 ， 前往东亚 ， 船员的照片,年代,清代
左边的白色崇拜人物,年代,清代
塞拉的右侧墙壁与佛陀在 Gloriole 站立,年代,清代
三座佛像,年代,清代
僧侣头,年代,清代
上半身 Vajrapani,年代,清代
头部 Vajrapani,年代,清代
Nimbus 的一部分,年代,清代
山地景观,年代,清代
拉特纳斯和飞行人物,年代,清代
鸽子洞穴的圆顶,年代,清代
站立的佛陀与红色长袍的基座,年代,清代
碎片波浪线,年代,清代
碎片山块,年代,清代
佛头与珍珠云,年代,清代
前面的服装工作人员与两个男孩在一个风景的场景,年代,清代
韦斯塔拉,年代,清代
阿弥陀佛， 曼纽尔， 塔拉， 喇嘛,年代,清代
三个罗汉,年代,清代
Bian'e 牌额,年代,清代
bian'e 额,年代,清代
Bian'e 牌额_1,年代,清代
穿着第三只眼睛的龙,年代,清代
梁明月中国 1975 年,年代,清代
郑 （ 古郑 ）_3,年代,清代
湖边工作室的学者,年代,清代
郑 （ 古郑 ）_4,年代,清代
片段的标题和铭文,年代,清代
橱柜柜,年代,清代
圆柱剂量,年代,清代
方形盘子,年代,清代
《来自天空的书》四卷,年代,清代
景观_1,年代,清代
芦苇中的鹅,年代,清代
兰花与书法,年代,清代
一对燕子在开花的杏树枝上,年代,清代
首饰神像,年代,清代
蒙古将军 Cebdenjab 的肖像 （ 中文。策布登扎布 ）,年代,清代
《金条》,年代,清代
大乘秒法连 （ ？ ）花經 （ Part der Saddharmapundarikasutra ）,年代,清代
大乘秒法连 （ ？ ）花經 （ Part der Saddharmapundarikasutra ）_1,年代,清代
大乘秒法连 （ ？ ）花經 （ Part der Saddharmapundarikasutra ）_2,年代,清代
纸衣袍 （ zhi yipao ）,年代,清代
雍正五年十二月汪际唐卖田契,年代,清代
康熙三十二年九月吴楚臣卖田契,年代,清代
嘉庆十六年九月宋阿汪卖田契,年代,清代
康熙二十七年十二月毕细九卖田契,年代,清代
乾隆二十年八月叶观龙卖田契,年代,清代
雍正五年十二月汪焕若卖田契,年代,清代
嘉庆十六年九月宋有贵卖田契,年代,清代
雍正十一年六月胡晓光卖塘契,年代,清代
康熙四十五年二月许光潢卖田契,年代,清代
雍正十一年十月汪聚光卖地契,年代,清代
卖山契_1,年代,清代
康熙四十六年十月吴子政卖田契,年代,清代
雍正五年二月黄君正卖山地契,年代,清代
嘉庆十年八月程汪氏卖田契,年代,清代
雍正六年正月许恩高卖田契,年代,清代
康熙三十七年正月许用羽卖田契,年代,清代
康熙十九年六月吴阿胡卖地契,年代,清代
乾隆四十年四月汪华芷卖田契（契260）,年代,清代
雍正元年三月张得元卖田契,年代,清代
同治三年正月汪云衢退顶头小买田契,年代,清代
嘉庆十一年十一月程华山卖田契,年代,清代
同治元年正月胡门汪氏大小买卖田契,年代,清代
雍正二年九月汪楚玉卖田契,年代,清代
嘉庆二十年六月许阿汪氏典地契,年代,清代
康熙三十三年九月胡廷梁卖田契,年代,清代
雍正三年十月许灵苑卖契,年代,清代
嘉靖郑氏誊契簿,年代,清代
天啟四年二十七都五图契约底册,年代,清代
建文契纸,年代,清代
崇祯契约,年代,清代
崇祯十三年五月许以旻是卖地契,年代,清代
崇祯十六年吴阿程卖地契,年代,清代
崇祯十五年十二月契纸,年代,清代
崇祯休宁县契尾,年代,清代
崇祯祁门县契尾,年代,清代
崇祯绩溪县契尾,年代,清代
崇祯歙县契尾,年代,清代
天啟契纸,年代,清代
天啟6年6月22日契纸,年代,清代
天啟祁门县契尾,年代,清代
天啟郑氏謄契簿,年代,清代
泰昌契纸,年代,清代
万历三十九年三月六日契纸,年代,清代
万历十八年五月十七日契纸,年代,清代
万历祁门县契尾,年代,清代
成化合同文书,年代,清代
万历洪氏謄契簿,年代,清代
隆庆祁门县契尾,年代,清代
洪熙文纸契,年代,清代
隆庆歙县契尾,年代,清代
隆庆休宁县契尾,年代,清代
永乐元年九月二十五契纸,年代,清代
嘉靖黟县契尾,年代,清代
嘉靖祁门县契尾,年代,清代
嘉靖休宁县契尾,年代,清代
嘉靖绩溪县契尾,年代,清代
嘉靖歙县契尾,年代,清代
顺治六年、十一年契纸,年代,清代
顺治契尾,年代,清代
康熙四十七年三月汪东序卖田契,年代,清代
康熙四十八年二月鲍敬扶卖田契,年代,清代
康熙四十九年闰七月许肇宁卖田契,年代,清代
康熙十一年十月许广卖田契,年代,清代
乾隆三十三年十月汪阿胡卖田契,年代,清代
乾隆二十一年十二月程景周卖田契,年代,清代
康熙五十六年十一月许穆栢卖屋契,年代,清代
乾隆二十四年十月吴宇卖地契,年代,清代
乾隆三十四年九、十二月许佩玉、汪阿黄卖田契,年代,清代
乾隆三十年三月世宗卖塘契,年代,清代
乾隆二十五年十二月谢钖蕃卖田契,年代,清代
乾隆三十年十一月黄尔正卖田契,年代,清代
乾隆二十三年十二月汪阿芳、汪尔徽卖地契,年代,清代
乾隆四十三年十一月许渭庭卖屋契,年代,清代
崇祯拾年七月卖契约,年代,清代
雍正契约,年代,清代
雍正十三年许端言卖屋契,年代,清代
万历四十六年卖契约,年代,清代
雍正十年二月许臣卖田契,年代,清代
康熙十九年二月鲍元玉卖田成地契,年代,清代
康熙六十年五月汪阿吴卖田契,年代,清代
康熙四十四年二月程二你卖屋契,年代,清代
康熙五十三年十二月吴文玉当田契,年代,清代
康熙三十三年五月胡阿姚当田契,年代,清代
康熙十九年八月许光都卖田契,年代,清代
康熙十九年许加琦卖田契,年代,清代
康熙十九年八月许肇永卖田契,年代,清代
康熙十九年八月许耒于卖田契,年代,清代
康熙二十二年四月毕祖卖田地契,年代,清代
康熙九年十一月方阿殷卖田契,年代,清代
康熙二十五年六月鲍师易卖田契,年代,清代
康熙二十五年七月王光玉卖山成地契,年代,清代
康熙二十五年十二月许用羽卖塘成田契,年代,清代
康熙二十六年正月王光玉卖地契,年代,清代
康熙二十六年九月许芳叶卖田契,年代,清代
康熙二十七年八月许靖伯卖田契,年代,清代
康熙二十八年三月仇伯荣卖田契,年代,清代
康熙二十七年八月许靖伯卖田契_1,年代,清代
康熙二十九年八月许闻远卖田契,年代,清代
康熙三十年八月许铭卖田契,年代,清代
康熙三十年十二月许靖伯卖田契,年代,清代
康熙三十三年九月程阿鲍卖田契,年代,清代
康熙三十三年五月胡廷枢卖田契,年代,清代
康熙三十三年五月许積孙卖田契,年代,清代
康熙三十六年正月许亦文卖田契,年代,清代
康熙三十六年三月程衡伯卖田契,年代,清代
康熙三十六年三月许恩诰卖田契,年代,清代
康熙三十六年三月许用羽卖田契,年代,清代
康熙二十八年三月胡子瑜卖田契,年代,清代
康熙三十六年七月许集五卖田契,年代,清代
康熙三十六年十二月吴周辉卖地契,年代,清代
康熙三十六年十二月吴周辉卖田契,年代,清代
康熙三十六年十二月胡治先卖田契,年代,清代
雍正六年九月汪子严卖田契,年代,清代
雍正七年二月汪楚玉卖田契,年代,清代
雍正七年八月许君逢卖田地契,年代,清代
雍正七年八月许殿邦卖地契,年代,清代
雍正七年九月程日成卖田契,年代,清代
雍正七年十月毕士加卖地契,年代,清代
雍正七年十一月许阿黄卖地契,年代,清代
雍正七年十二月卖地契,年代,清代
雍正八年王廷眙卖田成地契,年代,清代
雍正八年九月汪楚玉卖地契,年代,清代
雍正八年十二月江杜明卖地契,年代,清代
雍正八年十二月江有用卖地契,年代,清代
雍正九年五月汪楚玉卖田契,年代,清代
雍正辛亥年三月汪君正卖山契,年代,清代
乾隆二十年契约一份，三十年至六十年借条会券等七份,年代,清代
雍正五年十二月程其章当田契,年代,清代
雍正四年十月载贻卖田契,年代,清代
雍正四年十月叶子龙卖田契,年代,清代
雍正五年五月黄士风卖地契,年代,清代
雍正五年十一月许去塵卖地契,年代,清代
雍正五年十一月程元中卖田契,年代,清代
雍正五年又三月汪彬玉卖田契,年代,清代
雍正五年又三月赵风卖田契,年代,清代
雍正五年十二月鲍右瞻卖地契,年代,清代
雍正六年正月许王祺卖塘契,年代,清代
康熙十六年五月许孝仪卖田契,年代,清代
康熙十六年吴仲坚卖地契,年代,清代
康熙十七年七月程观进卖地契,年代,清代
康熙十七年八月许玉瓒卖田契,年代,清代
康熙十七年十二月吴一杄卖地契,年代,清代
康熙十七年十二月吴茂之卖地契,年代,清代
康熙十七年十二月许元声卖地成田契,年代,清代
康熙十八年九月许用羽卖田地契,年代,清代
康熙十八年二月许元声卖地契,年代,清代
康熙十八年十一月许善生卖田契,年代,清代
康熙十八年十二月加球卖田契,年代,清代
康熙十九年二月许予卖地契,年代,清代
康熙十九年二月许予卖田契,年代,清代
崇祯十六年卖契约,年代,清代
康熙十九年二月许孝仪卖田契,年代,清代
雍正十年三月汪需允卖田契,年代,清代
雍正十年四月黄永成卖田成地契,年代,清代
雍正十年四月徐阿姚卖地契,年代,清代
雍正十年九月吾龙卖田契,年代,清代
雍正十二年十一月郑以文卖田契,年代,清代
康熙五十九年十月胡阿玉卖田契,年代,清代
康熙五十九年四月吴阿胡卖屋地契,年代,清代
康熙五十八年四月鲍润景卖地契,年代,清代
康熙五十九年四月许繁祉卖地契,年代,清代
康熙十九年二月鲍惟选卖田契,年代,清代
康熙十九年二月吴圣寿卖田塘成田契,年代,清代
康熙十九年二月吴茂之卖地契,年代,清代
康熙十九年三月许宁藩卖田契,年代,清代
康熙十九年三月许沐远卖田契,年代,清代
康熙二十三年八月许厚德卖田契,年代,清代
康熙十九年五月吴茂枝等卖地契,年代,清代
雍正十二年二月鲍德裕卖地契,年代,清代
雍正十二年七月许直卖地契,年代,清代
雍正十二年九月林远卖田契,年代,清代
雍正十二年九月鲍阿仇卖屋契,年代,清代
雍正十二年九月鲍阿仇卖地契,年代,清代
雍正十三年四月汪子严卖田契,年代,清代
雍正八年十二月许含乙卖田契,年代,清代
雍正十一年十一月许圣林卖田契,年代,清代
雍正五年二月汪需允卖田契,年代,清代
雍正五年二月汪子严卖田契,年代,清代
雍正四年十二月鲍右瞻卖田契,年代,清代
雍正三年九月鲍格非卖田契,年代,清代
雍正六年十二月许效濂卖田契,年代,清代
雍正六年十一月徐阿许卖田契,年代,清代
雍正十一年三月许干里卖屋契,年代,清代
乾隆五十五年汪永周卖地契,年代,清代
康熙五十八年二月许虞功卖田契,年代,清代
康熙五十七年十二月许舜玉卖田契,年代,清代
康熙五十七年八月许焕章卖田契,年代,清代
康熙五十七年七月叶瑞华卖地契,年代,清代
康熙五十七年五月张德云卖田契,年代,清代
康熙五十七年三月许繁祉卖田契,年代,清代
康熙五十七年三月许阿汪卖田契,年代,清代
康熙五十七年二月叶子龙卖田契,年代,清代
康熙五十六年四月叶文远卖田契,年代,清代
康熙五十六年二月黄华德卖田契,年代,清代
康熙五十五年四月汪景魏等卖田契,年代,清代
康熙五十五年四月汪楚玉卖田契,年代,清代
康熙五十五年三月罗文水卖田契,年代,清代
康熙五十三年十二月汪景魏卖田契,年代,清代
康熙五十三年十二月汪楚玉卖田契,年代,清代
康熙四十八年九月汪华玉卖田契,年代,清代
康熙五十九年十一月程森毛卖山契,年代,清代
康熙四十六年七月许近文卖屋契,年代,清代
雍正三年叶自芳卖田契,年代,清代
雍正三年叶仲文卖田契,年代,清代
雍正三年二月洪岐山卖田契,年代,清代
乾隆四十三年二月许郢筌卖田契（契258）,年代,清代
乾隆四十四年十二月许载南卖田契（契257）,年代,清代
雍正契约_1,年代,清代
雍正元年四月黄君逐、黄暿卖田契,年代,清代
雍正七年十一月黄子高当地契,年代,清代
雍正五年十二月王文圣当田契,年代,清代
康熙五十三年十一月许楚分卖田契,年代,清代
康熙五十一年二月子孟卖田契,年代,清代
康熙五十一年三月许自尔卖田契,年代,清代
康熙五十年十月吴之恒卖山地契,年代,清代
康熙五十年二月汪大生卖田契,年代,清代
康熙五十年正月许门叶氏卖地契,年代,清代
康熙四十九年十一月胡国润卖田契,年代,清代
康熙四十九年九月王唘周卖田契,年代,清代
崇祯拾伍年九月卖契约,年代,清代
康熙四十八年二月胡异皇卖田契,年代,清代
康熙四十七年十月鲍西友卖田契,年代,清代
康熙四十三年十二月许孜远当地契,年代,清代
康熙十八年十二月吴仲名卖田契,年代,清代
